1 0 0 1 0 1 0 0 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1 0 0 0.8520000000000039
0 1 0 1 0 0 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 0 0 1.7560000000000002
1 0 0 1 0 1 0 0 1 0 1 0 0 1 1 0 1 1 1 1 1 1 1 1 0 2.3419999999999845
0 1 0 1 0 0 1 0 1 0 0 1 0 0 1 1 0 0 1 1 0 0 1 1 1 3.1119999999999948
0 1 0 1 0 0 0 1 0 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 0 3.298000000000002
0 1 0 1 0 0 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 0 0 7.710000000000008
0 1 0 1 0 0 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 0 0 8.279999999999973
0 1 0 1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 1 1 0 0 1 1 1 9.677999999999997
0 1 0 1 1 1 0 1 0 0 0 1 0 1 0 0 1 1 1 0 0 1 0 1 0 10.007999999999981
0 1 0 1 0 0 1 0 0 1 1 1 1 1 1 1 0 0 0 0 1 0 0 1 0 10.570000000000022
0 1 0 1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 1 1 0 0 1 1 1 13.74799999999999
1 1 1 1 0 1 1 0 1 1 1 0 0 1 1 1 0 0 1 1 1 0 0 1 0 23.964000000000027
1 0 0 1 0 1 0 0 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1 0 0 24.309999999999974
1 0 1 0 1 1 0 1 0 1 1 0 1 0 0 0 0 0 0 1 0 1 0 1 1 28.47199999999995
0 1 0 1 0 0 1 0 1 0 0 1 0 0 1 1 0 1 1 1 1 1 1 0 0 32.140000000000015
1 1 0 1 0 1 1 0 1 1 1 0 1 1 0 0 1 1 0 0 1 0 0 1 1 33.93599999999999
1 1 1 0 0 1 0 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 0 0 34.91
0 0 0 1 0 0 1 1 0 1 1 1 0 0 1 0 1 1 1 1 1 1 0 0 1 46.98399999999998
1 0 0 1 0 1 0 0 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1 0 0 56.185999999999964
1 0 0 1 0 1 0 0 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1 0 0 60.662000000000006
0 1 0 1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 1 1 0 0 1 1 1 61.52799999999999
1 0 0 0 1 1 0 1 0 1 1 1 1 0 1 1 0 1 0 1 0 1 1 0 1 66.694
0 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 1 0 1 1 0 0 1 1 1 70.77
0 1 0 1 0 0 0 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 0 73.65399999999997
0 0 1 1 1 1 1 0 0 1 1 0 0 0 1 1 0 0 1 1 1 0 0 0 0 77.51199999999999
0 1 0 1 0 0 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 0 0 83.32000000000001
1 0 0 1 0 1 0 0 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1 0 0 106.99199999999999
1 0 0 1 0 1 0 0 1 0 1 0 0 1 1 0 0 1 1 1 1 1 1 0 1 108.54399999999997
1 0 0 1 0 1 0 0 1 0 0 0 0 1 0 1 0 0 1 1 1 1 1 0 1 112.06199999999995
0 1 0 1 0 0 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 0 0 118.36399999999996
0 1 0 1 0 0 1 0 1 0 0 1 0 0 1 1 0 1 1 1 1 1 1 0 0 125.28199999999997
0 1 0 1 0 0 1 0 1 0 0 1 0 0 1 1 0 1 1 1 1 1 1 0 0 138.76
0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 145.62399999999997
0 1 1 0 0 0 1 1 1 1 1 1 1 1 0 1 0 0 0 1 0 1 1 1 0 173.088
